,Judul,Industri,Tipe,Kategori,Kota,Provinsi,Negara,Gaji_Min,Gaji_Max,Skills,Pengalaman_Bulan,Pendidikan,Deskripsi
2844,Customer Service Ekspedisi,Package/Freight Delivery,FULL_TIME,Customer Service Representative,Jakarta Selatan,DKI Jakarta,ID,0.0,2000000.0,"Communication Skills, Microsoft Office, Customer Relations, Teamwork, Diligent, Communicative, Customer Service, Discipline, Multitasking, Microsoft Excel",12.0,professional certificate,"Mengkoordinasikan pengiriman, memastikan pengiriman tepat waktu, menangani keluhan pelanggan, menjalin komunikasi yang baik dengan  customer.  
 Bisa menjelaskan kebutuhan perusahaan dengan jelas. 
 Negosiasi harga, SLA (Service Level Agreement), dan skema Kontrak. 
 
 Lokasi penempatan di Jakarta Selatan 
 
Persyaratan 
 
 Wanita, Tangguh, Tegas maksimal 35 tahun 
 Pendidikan minimal D3 
 Pengalaman minimal 1 tahun dalam bidang logistik/ekspedisi 
 Memiliki komunikasi yang baik  
 Mampu bekerja secara efektif dalam tekanan dan deadline yang ketat"
2845,Customer Service Livechat,Real Estate,CONTRACTOR,Customer Service Representative,Jakarta Selatan,DKI Jakarta,ID,3500000.0,4000000.0,"Time Management, Teamwork, Communication Skills",12.0,professional certificate,"What You Will Do: 
 
 Provide outstanding support to our customers via livechat 
 Address customer inquiries, resolve issues, and provide accurate information in a friendly and professional manner. 
 Collaborate with other teams to ensure seamless customer experience. 
 Maintain up-to-date knowledge of our products and services to assist customers effectively. 
 Contribute to continuous improvement by providing feedback on customer interactions and suggesting enhancements. 
 
 What We're Looking For: 
 
 Bachelor's degree from any major. 
 Prior experience in customer service is a strong advantage. 
 Willing to work in a 24-hour shift system. 
 Willing to join as soon as possible. 
 Willing to be based in Jakarta."
2846,Customer Service Officer,Education Management,FULL_TIME,Customer Service Representative,Surabaya,Jawa Timur,ID,5500000.0,6000000.0,"Customer Relationship Management, Problem Solving, Help Desk, Communication Skills, Call Center, Customer Service, Customer Support, Outbound Call",36.0,professional certificate,"Deskripsi Pekerjaan :  
 
 Menanggapi pertanyaan, keluhan, dan permintaan pelanggan dengan ramah, cepat, dan efektif melalui telepon, email, chat, atau saluran komunikasi lainnya.  
 Memahami produk atau layanan perusahaan secara mendalam untuk memberikan informasi yang akurat kepada pelanggan. 
 Membantu pelanggan menyelesaikan masalah atau mengarahkan mereka kepada departemen yang tepat jika diperlukan.  
 Mendokumentasikan interaksi dengan pelanggan, masalah yang dihadapi, dan solusi yang diberikan untuk referensi di masa depan.  
 Berkontribusi dalam upaya meningkatkan pengalaman pelanggan dengan memberikan umpan balik, saran, atau perbaikan proses.  
 
 
 Kualifikasi:  
 
 Minimal pendidikan D3 Administrasi Perkantoran/Administrasi Publik 
 Berpengalaman minimal 3 tahun"
2848,Customer Service Offline,Retail,FULL_TIME,Customer Service Representative,Bandung,Jawa Barat,ID,2300000.0,2600000.0,"Communication Skills, Customer Relationship Management, Customer Service, Problem Solving",12.0,high school,"Tanggung Jawab Utama 
 
 
 Memberikan informasi produk dan layanan kepada pelanggan melalui komunikasi secara tatap muka 
 Menangani dengan cepat dan efektif keluhan, masalah, dan pertanyaan pelanggan 
 Mengidentifikasi kebutuhan pelanggan dan menawarkan solusi yang sesuai 
 Memastikan keakuratan data pelanggan dan memperbarui catatan secara teratur 
 Membangun hubungan yang kuat dengan pelanggan dan mempertahankan loyalitas mereka 
 Berkontribusi pada inisiatif peningkatan layanan pelanggan 
 Mematuhi prosedur operasional standar dan kebijakan perusahaan 
 
 
 Keterampilan dan Kualifikasi yang Dibutuhkan 
 
 
 Pengalaman minimal 2 tahun dalam peran layanan konsumen atau customer service 
 Kemampuan komunikasi lisan dan tulisan yang sangat baik dalam Bahasa Indonesia 
 Kemampuan problem-solving dan berorientasi pada solusi 
 Keterampilan multitasking dan kemampuan bekerja di bawah tekanan 
 Pengetahuan tentang produk, layanan, dan proses bisnis perusahaan 
 Kepribadian yang ramah, proaktif, dan berorientasi pada pelanggan 
 Penguasaan komputer dan keterampilan teknologi dasar"
2849,Customer Service Representative,Human Resources,FULL_TIME,Customer Service Representative,Jakarta Barat,DKI Jakarta,ID,5000000.0,10000000.0,"Problem Solving, Communication Skills, Customer Service",12.0,bachelor degree,"1. memberikan pelayanan terbaik ke customer  
 2. menjual product Xl prioritas"
2850,customer service acquisition,Apparel & Fashion,CONTRACTOR,Customer Service Representative,Yogyakarta,DI Yogyakarta,ID,2200000.0,2700000.0,"Online Customer Service, Customer Service, Customer Acquisition, Whatsapp Business API, Google Sheets, Online Sales",12.0,bachelor degree,"●	Menangani chat & inquiry calon customer (WA) 
 ●	Memberikan informasi produk gaun pengantin (model, bahan, harga, timeline) 
 ●	Follow up leads hingga closing 
 ●	Input & update data customer dan order 
 ●	Koordinasi dengan tim produksi & sales terkait pesanan customer"
2851,Customer Service Acquisition,Apparel & Fashion,FULL_TIME,Customer Service Representative,Yogyakarta,DI Yogyakarta,ID,0.0,1000000.0,"Store Sales, Problem Solving, Customer Relationship Management, Customer Service, Communication Skills",12.0,bachelor degree,"Deskripsi Pekerjaan :  
 
 Menjawab chat baru dari leads/customer. 
 Melakukan follow up dan menjawab rechat customer. 
 Melakukan penjualan produk dengan target yang diberikan oleh perusahaan. 
 Melayani konsultasi secara online maupun offline. 
 Memfasilitasi konsultasi pelanggan untuk layanan atelier dengan Fashion Designer. 
 Membuat dan mengirimkan invoice kepada customer. 
 Melakukan laporan leads report, closing, transaksi masuk, dan penjualan."
2852,Customer Service Operations,Logistics and Supply Chain,FULL_TIME,Customer Service Representative,Jakarta Selatan,DKI Jakarta,ID,3200000.0,4800000.0,"Customer Support, Customer Relationship Management, Help Desk, Call Center, Customer Service, Outbound Call, Communication Skills, Problem Solving",12.0,bachelor degree,"We are currently seeking a professional, detail-oriented, and highly motivated individual to join our team as Logistics Customer Service & Operations (Staff / Supervisor). 
 This role is responsible for managing customer communication, monitoring shipment progress, and handling administrative documentation related to logistics and freight forwarding operations. 
 
 Key Responsibilities 
 • Manage communication with customers regarding logistics services and shipment status. 
 • Prepare, organize, and maintain shipment documentation and administrative records. 
 • Monitor shipment progress and ensure timely updates to customers. 
 • Coordinate with the operations team to ensure smooth shipment processes. 
 • Prepare reports related to shipment activities when required. 
 • Maintain strong relationships with customers by providing professional service. 
 
 Qualifications 
 • Minimum Bachelor’s Degree (S1) in any major. 
 • Understanding of shipping routes or experience in shipment handling will be an advantage. 
 • Strong communication skills and attention to detail. 
 • High willingness to learn and develop in the logistics and freight forwarding industry. 
 • Minimum 1 year of experience for Staff level. 
 • 3–5 years of experience in logistics or freight forwarding for Supervisor level will be preferred. 
 
 📍 Location: Jakarta Selatan, Indonesia"
2853,Customer Service,Printing,FULL_TIME,Customer Service Representative,Sleman,DI Yogyakarta,ID,1900000.0,2000000.0,"Time Management, Microsoft Excel, Teamwork, Customer Service, Customer Satisfaction, Problem Solving, Communication Skills, Call Center, Customer Relationship Management, Administration",Tidak ada,high school,"kualifikasi 
 - pendidikan min SMA 
 - siap bekerja dibawah tekanan 
 - mampu mengoperasikan ms office 
 - service oriented 
 - sales oriented 
 
 jobdesk 
 - Menangani pertanyaan dan keluhan customer 
 - Melakukan follow up/eskalasi ke pihak terkait mengenai permasalahan customer 
 - Memastikan dapat mencapai target KPI yang sudah ditentukan 
 - Menganalisa permasalahan yang dihadapi oleh customer dan memberikan solusi yang tepat sesuai dengan SOP yang berlaku 
 - melakukan penawaran produk baik secara online/live maupun offline 
 - memahami penjualan melalui ecommers 
 - maintenance pelanggan tetap my one print"
2854,Customer Service,Logistics and Supply Chain,CONTRACTOR,Customer Service Representative,Sleman,DI Yogyakarta,ID,2080000.0,3120000.0,"Customer Support, Outbound Call, Problem Solving, Customer Service, Communication Skills",Tidak ada,professional certificate,"PT. UGBM adalah perusahaan yang berfokus pada pemberian solusi manajemen sumber daya manusia, penyewaan kendaraan, dan pelayanan umum yang terpercaya. Dengan visi menjadi perusahaan yang profesional, handal, dan dapat dipercaya, PT. UGBM bertujuan untuk meningkatkan nilai bagi pemegang saham melalui layanan yang optimal. Kami saat ini sedang mencari kandidat yang tepat untuk posisi Customer Service Representative di kantor kami di Kapanewon Sleman, Kabupaten Sleman, DIY. Posisi ini didasarkan pada kebutuhan untuk meningkatkan pelayanan pelanggan yang lebih baik dan mendukung tujuan perusahaan kami. 
 
 Sebagai Customer Service, Anda akan bertanggung jawab untuk melayani pelanggan dengan penuh perhatian dan efektivitas. Tugas-tugas utama Anda termasuk menerima keluhan dan pertanyaan dari pelanggan, memberikan solusi yang tepat, serta menjaga komunikasi yang transparan. Anda juga akan membantu dalam pengelolaan transaksi, memastikan bahwa semua permintaan pelanggan terpenuhi dengan cepat dan akurat. Dengan memiliki kemampuan dalam bidang customer service, problem solving, customer support, komunikasi, dan outbound call, Anda akan menjadi bagian penting dalam meningkatkan kepuasan pelanggan kami. 
 
 Kami mencari kandidat yang memenuhi syarat berikut: laki-laki dengan pendidikan tingkat diploma. Anda harus memiliki keterampilan yang memadai dalam customer service, problem solving, customer support, komunikasi, dan outbound call. PT. UGBM memberikan kesempatan bagi para profesional yang ingin berkembang dan berkontribusi dalam lingkungan yang dinamis. Kami menyambut lamaran dari individu yang memiliki minat dan kemampuan yang sesuai dengan posisi ini. Bersama kami, Anda dapat berperan dalam mencapai tujuan perusahaan dan berkontribusi pada peningkatan kinerja."
2855,Admin & Customer Service E-Commerce,Consumer Goods,FULL_TIME,Customer Service Representative,Surabaya,Jawa Timur,ID,3000000.0,3500000.0,"Problem Solving, Customer Service, Communication Skills",Tidak ada,professional certificate,"Job Description 
 
 Memberikan respons kepada customer melalui berbagai marketplace seperti TikTok Shop, Shopee, dan Lazada secara cepat, ramah, dan tepat. 
 Menjaga kualitas komunikasi dengan customer agar tetap sesuai dengan brand image, serta menyampaikan informasi produk secara jelas, akurat, dan profesional. 
 Menangani pertanyaan, kebutuhan, dan kendala customer, termasuk terkait produk, pengiriman, komplain, maupun ulasan customer, dengan pendekatan yang solutif. 
 Mendukung aktivitas promosi di marketplace, termasuk setup program seperti flash sale, campaign event, double date, payday, mid-day sale, dan program promo lainnya. 
 Melakukan setup dan monitoring voucher marketplace sesuai kebutuhan campaign yang berjalan. 
 Menjalin koordinasi dengan tim terkait untuk memastikan setiap kendala customer dapat ditindaklanjuti dengan baik dan tepat waktu. 
 Membantu menjaga performa operasional toko dari sisi respons chat, kepuasan customer, dan kualitas pelayanan. 
 Mendukung kebutuhan administrasi yang berkaitan dengan operasional marketplace sehari-hari. 
 Memberikan masukan atau insight terkait pertanyaan customer yang sering muncul, keluhan yang berulang, maupun kendala operasional sebagai bahan evaluasi dan improvement. 
 
 
 Qualification 
 
 Minimal pendidikan D3/S1 dari jurusan yang relevan. 
 Memiliki pengalaman di bidang customer service, admin marketplace, atau operasional e-commerce menjadi nilai tambah. 
 Memiliki kemampuan komunikasi yang baik, khususnya secara tertulis, dengan gaya penyampaian yang ramah, jelas, dan profesional. 
 Mampu memberikan respons kepada customer dengan tone komunikasi yang sesuai dengan brand image perusahaan. 
 Memiliki pemahaman yang baik dalam menyampaikan product knowledge secara tepat, jelas, dan tidak asal. 
 Terbiasa menangani kebutuhan dan kendala customer dengan pendekatan yang solutif serta berorientasi pada pelayanan. 
 Teliti, rapi, cekatan, dan mampu bekerja dengan baik dalam ritme kerja yang dinamis. 
 Mampu bekerja sama dan berkoordinasi dengan tim terkait untuk mendukung kelancaran operasional marketplace. 
 Memiliki rasa tanggung jawab, inisiatif, dan komitmen dalam menjaga kualitas pelayanan customer. 
 Familiar dengan platform marketplace seperti TikTok Shop, Shopee, dan Lazada menjadi nilai tambah."
2856,Customer Service,"Health, Wellness and Fitness",FULL_TIME,Customer Service Representative,Bekasi,Jawa Barat,ID,3000000.0,3250000.0,"Help Desk, Microsoft Excel, Customer Service, Customer Support",12.0,high school,"Bersedia berkerja shifting 
 Teliti, Rapih, dan Multitasking 
 Mampu bekerja secara Tim 
 Mampu menggunakan Microsoft Excel dan mesin EDC"
2857,Customer Service,Manufacturing,FULL_TIME,Customer Service Representative,Sragen,Jawa Tengah,ID,2000000.0,2500000.0,"Customer Service, Customer Relationship Management, Outbound Call, Customer Support, Communication Skills, Problem Solving",Tidak ada,high school,"Job Descriptions : 
 
 
 Menelepon calon pelanggan untuk mempromosikan produk. 
 Menjelaskan fitur, manfaat, dan harga produk. 
 Menanggapi pertanyaan dan keluhan pelanggan. 
 Mencapai target penjualan. 
 Meng-update data pelanggan dan laporan penjualan. 
 Mengikuti training dan briefing produk. 
 
 
 Job Requirements : 
 
 
 Pendidikan minimal SMK-SMA/S1 Semua Jurusan (Ilmu Komunikasi / Marketing lebih disukai) 
 Freshgraduate di persilahkan  
 Pengalaman minimal 1 tahun dibidang yang samaseperti MS Office.  
 Kemampuan komunikasi dalam Bahasa Inggris secara tertulis dan lisan 
 Kemampuan manajemen dan komunikasi yang kuat 
 Keterampilan menjual dan menjalin jaringan yang baik dan terbukti 
 Kompeten dalam presentasi dan demonstrasi 
 Kemampuan terbukti dalam mencapai target penjualan 
 Penempatan di Sragen 
 Memiliki sim C aktif"
2859,Customer Service,Architecture & Planning,FULL_TIME,Customer Service Representative,Tangerang,Banten,ID,2000000.0,3000000.0,"Communication Skills, Customer Relationship Management, Customer Service, Problem Solving, Customer Support",12.0,high school,"﻿﻿Pria / Wanita Usia maksimal 35 tahun 
 ﻿﻿Diutamakan berpengalaman dalam bidang sales 
 ﻿﻿Komunikatif dan Siap Bekerja Sama Dalam Tim 
 ﻿﻿Teliti dan Disiplin Dalam Bekerja 
 ﻿﻿Siap Bekerja dengan Target Penjualan Yang Ditentukan 
 ﻿﻿Cantumkan Posisi kerja yang dinginakan di CV/Email"
2860,Customer Service Representative,Real Estate,FULL_TIME,Customer Service Representative,Malang,Jawa Timur,ID,1000000.0,3000000.0,"Sales and Marketing, Problem Solving, Social Media, Digital Marketing, Microsoft Office, Marketing Communications, Call Center, Communication Skills, Customer Relationship Management, Public Speaking, Presentation Skills, Communication, Customer Support, Teamwork, Customer Service",12.0,professional certificate,"PT Smart Investama Propertindo, agen pemasaran real estat di Malang, mencari individu yang berbakat untuk bergabung dalam timnya sebagai Customer Service Representative. Dengan misi untuk memperluas jaringan dan meningkatkan kualitas layanan kepada pelanggan, perusahaan ini berkomitmen pada pengembangan bisnis properti yang berkelanjutan di Malang. Kami membutuhkan individu yang berdedikasi dan berpengalaman untuk membantu melayani kebutuhan pelanggan dengan efektif dan efisien, serta mendukung upaya promosi properti kami. 
 
 Sebagai Customer Service Representative, Anda akan bertanggung jawab atas berbagai tugas penting, termasuk menerima dan menanggapi panggilan telepon dari calon pembeli, memberikan informasi tentang properti yang ditawarkan, serta menjawab pertanyaan atau keluhan pelanggan dengan ramah dan profesional. Tugas lainnya meliputi mengelola hubungan pelanggan, mengatur database pelanggan, serta membantu dalam kampanye pemasaran digital dan tradisional. Anda juga akan bekerja sama dengan tim untuk mencapai target penjualan dan memastikan setiap interaksi dengan pelanggan diarahkan untuk meningkatkan kepuasan mereka. 
 
 Kualifikasi yang dibutuhkan untuk posisi ini adalah seseorang yang telah menyelesaikan pendidikan minimal SMA/SMK, dengan pengalaman kerja antara satu hingga tiga tahun di bidang pelayanan pelanggan atau pemasaran. Keterampilan yang diperlukan mencakup call center, customer service, komunikasi pemasaran, digital marketing, penyelesaian masalah, kerja sama tim, layanan pelanggan, social media, sales and marketing, manajemen hubungan pelanggan, komunikasi, presentasi, dan kemampuan menggunakan Microsoft Office. PT Smart Investama Propertindo berusaha menciptakan lingkungan kerja yang mendukung perkembangan karier bagi para karyawan, dengan harapan bahwa kandidat yang tepat dapat menjadi bagian dari tim kami dan bersama-sama mencapai tujuan perusahaan."
2862,Customer Service,Printing,FULL_TIME,Customer Service Representative,Tangerang,Banten,ID,2940000.0,4410000.0,"Customer Relationship Management, Customer Service, Customer Support, Communication Skills",12.0,professional certificate,"Job Desk 
 
 Menjawab pertanyaan pelanggan melalui telepon, chat, email, atau langsung 
 Menangani keluhan dan memberikan solusi yang tepat 
 Memberikan informasi produk atau layanan dengan jelas 
 Membantu proses pemesanan, pengembalian, atau komplain 
 Menjaga kepuasan dan hubungan baik dengan pelanggan 
 Mencatat dan mendokumentasikan interaksi pelanggan 
 Berkoordinasi dengan tim lain (sales, teknis, dll) jika ada masalah lanjutan 
 Follow up pelanggan untuk memastikan masalah sudah selesai. 
 
 
 Job Spec 
 
 Perempuan berpenampilan menarik 
 Pendidikan minimal  D3/S1 jurusan Komunikasi / sejenisnya 
 Memiliki kemampuan komunikasi yang baik (lisan & tulisan) 
 Problem solving yang baik 
 Mampu bekerja di bawah tekanan 
 Menguasai dasar penggunaan komputer (Ms Office) 
 Mampu bekerja dalam tim maupun individu 
 
 Nilai tambah: 
 
 Pengalaman di bidang customer service / call center 
 Bisa bahasa asing (Inggris minimal pasif"
2863,Customer Service Representative,Logistics and Supply Chain,FULL_TIME,Customer Service Representative,Jakarta Utara,DKI Jakarta,ID,3500000.0,4000000.0,"Call Center, Communication Skills, Problem Solving, Customer Relationship Management, Customer Service",12.0,high school,"PT Benua Bintang Jaya adalah perusahaan yang bergerak di bidang jasa logistik. Dengan dedikasi untuk memberikan layanan terbaik kepada pelanggan, perusahaan ini terus mencari talenta-talenta baru yang dapat meningkatkan kualitas layanan dan dukungan logistik yang diberikan. Kami sedang membuka kesempatan bagi Anda yang ingin bekerja dalam lingkungan yang dinamis dan menantang di salah satu perusahaan logistik terkemuka di Jakarta Utara. Dengan posisi Customer Service Representative, Anda akan memiliki kesempatan untuk berperan aktif dalam mendukung kebutuhan pelanggan kami dengan pelayanan yang efektif dan efisien. 
 
 Sebagai Customer Service Representative, Anda akan bertanggung jawab atas berbagai tugas penting yang mendukung operasional perusahaan. Tugas-tugas utama Anda termasuk menerima permintaan pelanggan, memproses keluhan, memberikan solusi terhadap masalah, serta menjaga hubungan baik dengan para pelanggan. Anda juga akan bekerja sama dengan tim untuk memastikan semua kebutuhan pelanggan terpenuhi dengan cepat dan tepat waktu. Dengan pengalaman dan kemampuan yang dimiliki, Anda akan menjadi bagian penting dalam membangun reputasi perusahaan kami di bidang logistik. 
 
 Untuk menjadi bagian dari tim kami sebagai Customer Service Representative, Anda harus memiliki pendidikan minimal SMA/SMK. Dengan pengalaman kerja antara 1 hingga 3 tahun dalam bidang call center atau customer service, Anda akan memiliki keuntungan. Selain itu, Anda harus memiliki kemampuan problem solving, manajemen hubungan pelanggan, komunikasi yang baik, serta kemampuan beradaptasi dengan lingkungan kerja yang dinamis. PT Benua Bintang Jaya memberikan ruang untuk berkembang bagi para karyawan, sehingga jika Anda memiliki minat dan ambisi untuk memperluas wawasan Anda dalam dunia logistik, kami adalah tempat yang tepat untuk Anda."
2864,Customer Service,Architecture & Planning,FULL_TIME,Customer Service Representative,Bogor,Jawa Barat,ID,3000000.0,3500000.0,"Customer Relationship Management, Customer Service, Customer Support, Problem Solving, Communication Skills",Tidak ada,high school,"Job Desk : 
 
 
 Melakukan kualifikasi leads (menggali kebutuhan, budget, dan timeline proyek) 
 Menjadwalkan meeting / survey lokasi antara client dengan tim teknis 
 Berkoordinasi dengan tim internal (sales, estimator, engineer) terkait kebutuhan client 
 Memastikan proses administrasi presales berjalan rapi (data client, dokumen, histori komunikasi) 
 Menginput dan mengelola data leads ke dalam sistem (Excel / CRM) 
 Memonitor progress setiap leads hingga tahap deal atau tidak deal 
 Memberikan update status leads kepada atasan atau tim terkait secara berkala 
 Menangani pertanyaan lanjutan dari client selama proses negosiasi 
 Membantu koordinasi revisi penawaran sesuai permintaan client 
 Menjaga hubungan baik dengan calon client untuk meningkatkan peluang closing 
 Mengingatkan dan mengawal proses penandatanganan kontrak 
 Berkoordinasi dengan tim finance terkait invoice awal / DP setelah closing 
 Melakukan arsip dan dokumentasi seluruh dokumen presales dan kontrak 
 Membantu analisis performa leads (conversion rate, sumber leads, dll) 
 Memberikan insight atau masukan terkait strategi peningkatan closing"
2865,Admin Customer Service (Qontak),Education Management,FULL_TIME,Customer Service Representative,Bogor,Jawa Barat,ID,2000000.0,2500000.0,"Attention to Detail, Strong Communication Skills, Administration",12.0,high school,"Kualifikasi : 
 - Minimal lulusan SMA/SMK atau sederajat,  lebih disukai di bidang Administrasi, Manajemen, atau terkait. 
 - Pengalaman minimal 1 tahun sebagai admin atau customer service lebih disukai. 
 - Mampu mengoperasikan aplikasi Qontak atau CRM sejenis 
 - Mahir menggunakan perangkat lunak kantor seperti Microsoft Office (Word, Excel, PowerPoint) atau Google Workspace (Docs, Sheets, Slides). 
 - Berpengalaman dalam pengelolaan data, penjadwalan, dan dokumentasi. 
 - Memiliki kemampuan komunikasi verbal dan tertulis yang baik. 
 - Memiliki kemampuan problem solving yang baik. 
 - Teliti, terorganisir, dan mampu mengelola banyak tugas secara bersamaan. 
 - Cepat belajar dan mampu menyesuaikan diri dengan teknologi baru. 
 - Berkomitmen terhadap target dan deadline. 
 
 Deskripsi Pekerjaan : 
 Melakukan tugas admin dalam aplikasi Qontak yang terdiri dari:  
 - Memastikan setiap leads sudah di tag lengkap, 
 - Memasukan database Qontak, Menambahkan agent, mereminder chat yang belum dibalas agent, 
 -  Follow up chat peserta kursus, 
 - Melakukan perubahan agent, penambahan template dan revisi URD, 
 - membuat Laporan Analisa harian dan bulanan.  
 - Mengorganisir kegiatan operasional online. Dalam hal ini dapat berkoordinasi dengan team operasional lainnya."
2866,Customer Service,Hospitality,FULL_TIME,Customer Service Representative,Sleman,DI Yogyakarta,ID,2500000.0,2600000.0,"Customer Service, Customer Satisfaction, Customer Support, Customer Relations",12.0,high school,"Job Descriptions : 
 
 Responding promptly to customer inquiries 
 Communicating with customer 
 Acknowledging and resolving customer complaints 
 Ensure customer satisfaction levels are always on target 
 
 Job Requirements : 
 
 Minimum high school (SMA) from any major 
 Fresh graduate are welcome 
 Excellent communication and problem solving skills 
 Able to manage time effectively 
 Willing to work shifting hour"
